 GRID IS READ
 METRIC IS CALCULATED
 INITIAL SOLUTION IS GENERATED
 RESTART OPTION: INITIAL SOLUTION IS READ
 HYDROSTATIC PRESSURE IS CALCULATED 
 CONVERGENCE HISTORY FILES ARE OPENED
    1856 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1857 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1858 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1859 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1860 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1861 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1862 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1863 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1864 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1865 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1866 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1867 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1868 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1869 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1870 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1871 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1872 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1873 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1874 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1875 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1876 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1877 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1878 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1879 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1880 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1881 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1882 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1883 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1884 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1885 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1886 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1887 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1888 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1889 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1890 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1891 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1892 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1893 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1894 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1895 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1896 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1897 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1898 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1899 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1900 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1901 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1902 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1903 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1904 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1905 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1906 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1907 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1908 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1909 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1910 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1911 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1912 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1913 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1914 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1915 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1916 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1917 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1918 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1919 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1920 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1921 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1922 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1923 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1924 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1925 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1926 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1927 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1928 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1929 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1930 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1931 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1932 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1933 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1934 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1935 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1936 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1937 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1938 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1939 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1940 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1941 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1942 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1943 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1944 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1945 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1946 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1947 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1948 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1949 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1950 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1951 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1952 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1953 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1954 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1955 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1956 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1957 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1958 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1959 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1960 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1961 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1962 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1963 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1964 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1965 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1966 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1967 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1968 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1969 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1970 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1971 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1972 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1973 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1974 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1975 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1976 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1977 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1978 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1979 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1980 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1981 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1982 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1983 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1984 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1985 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1986 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1987 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1988 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1989 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1990 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1991 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1992 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1993 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1994 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1995 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1996 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1997 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1998 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    1999 0.375E-05 0.523E-05 0.202E-05 0.505E-05
    2000 0.375E-05 0.523E-05 0.202E-05 0.505E-05
 FINAL OUTPUT...
 DONE
